     2458711     0.300000
     2458742     0.150000
     2458772     0.270000
     2458803     0.450000
     2458833     0.410000
     2458864     0.290000
     2458895     0.300000
     2458924     0.150000
     2458955    -0.110000
     2458985    -0.240000
     2459016    -0.730000
     2459046     -1.00000
     2459077    -0.990000
     2459108     -1.19000
     2459138     -1.20000
     2459169     -1.15000
     2459199     -1.16000
     2459230     -1.20000
     2459261    -0.950000
     2459289    -0.790000
     2459320    -0.960000
     2459350     -1.06000
     2459381     -1.11000
     2459411     -1.53000
     2459442     -1.34000
     2459473     -1.41000
     2459503     -1.47000
     2459534     -1.40000
     2459564     -1.21000
     2459595     -1.02000
     2459626    -0.970000
     2459654     -1.30000
